Tipologia intervento,Marca,Modello pompa di calore,Modello caldaia a condensazione,Identificativo modello unità esterna,Identificativo modello unità interna,Potenza termica Pompa di Calore [kWt],Presenza inverter,COP,Potenza termica caldaia a condensazione,Rendimento termico utile caldaia
"2.E,ARISTON,NIMBUS 35 S EXT R32,GENUS ONE SYSTEM 18,3630230,3301026,""5,9"",SI,""4,60"",""17,50"",""97,4"""
"2.E,ARISTON,NIMBUS 35 S EXT R32,GENUS ONE SYSTEM 30,3630230,3301028,""5,9"",SI,""4,60"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 35 S EXT R32,GENUS ONE SYSTEM 35,3630230,3301029,""5,9"",SI,""4,60"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 35 S EXT R32,GENUS ONE SYSTEM 24,3630230,3301027,""5,9"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 35 S EXT R32,GENUS ONE+ 24,3630230,3302444,""5,90 kWt"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 35 S EXT R32,GENUS ONE+ 30,3630230,3302445,""5,90 kWt"",SI,""4,60"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 35 S EXT R32,GENUS ONE+ 35,3630230,3302513,""5,90 kWt"",SI,""4,60"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 35 S EXT R32,GENUS ONE+ SYSTEM 24,3630230,3302514,""5,90 kWt"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE SYSTEM 24,3630184,3301027,""3,5"",SI,""5,11"",""21,5"",""97,7"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE SYSTEM 35,3630184,3301029,""3,5"",SI,""5,11"",""30,3"",""97,7"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS PREMIUM EVO IN SYSTEM 25 EU,3630184,3300737,""3,5"",SI,""5,11"",""21,5"",""97,8"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE 24,3630184,3301018,""5,9"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE 30,3630184,3301019,""5,9"",SI,""4,60"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE 35,3630184,3301020,""5,9"",SI,""4,60"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE SYSTEM 24,3630184,3301027,""5,9"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE SYSTEM 35,3630184,3301029,""5,9"",SI,""4,60"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE IN SYSTEM 25,3630184,3301227,""5,9"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE SYSTEM 12,3630184,3301025,""5,9"",SI,""4,60"",""11,80"",""98,2"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE SYSTEM 18,3630184,3301026,""5,9"",SI,""4,60"",""17,50"",""97,4"""
"2.E,ARISTON,NIMBUS 40 M EXT,GENUS ONE SYSTEM 30,3630184,3301028,""5,9"",SI,""4,60"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 40 M EXT,MATIS CONDENS PLUS 24,3630184,3301327,""5,9"",SI,""4,60"",""21,30"",""97,0"""
"2.E,ARISTON,NIMBUS 40 M EXT,MATIS CONDENS PLUS 30,3630184,3301328,""5,9"",SI,""4,60"",""27,40"",""97,9"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE 24,3630185,3301018,""4,4"",SI,""5,02"",""21,5"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE 30,3630185,3301019,""4,4"",SI,""5,02"",""27,5"",""98,4"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE 35,3630185,3301020,""4,4"",SI,""5,02"",""30,3"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE SYSTEM 35,3630185,3301029,""4,4"",SI,""5,02"",""30,3"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS PREMIUM EVO IN SYSTEM 25 EU,3630185,3300737,""4,4"",SI,""5,02"",""21,5"",""97,8"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE 24,3630185,3301018,""6,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE 30,3630185,3301019,""6,7"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE 35,3630185,3301020,""6,7"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE SYSTEM 24,3630185,3301027,""6,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE SYSTEM 35,3630185,3301029,""6,7"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE IN SYSTEM 25,3630185,3301227,""6,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE SYSTEM 18,3630185,3301026,""6,7"",SI,""4,50"",""17,50"",""97,4"""
"2.E,ARISTON,NIMBUS 50 M EXT,GENUS ONE SYSTEM 30,3630185,3301028,""6,7"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 50 M EXT,MATIS CONDENS PLUS 24,3630185,3301327,""6,7"",SI,""4,50"",""21,30"",""97,0"""
"2.E,ARISTON,NIMBUS 50 M EXT,MATIS CONDENS PLUS 30,3630185,3301328,""6,7"",SI,""4,50"",""27,40"",""97,9"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE 24,3630223,3301018,""6,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE 30,3630223,3301019,""6,7"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE 35,3630223,3301020,""6,7"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE SYSTEM 18,3630223,3301026,""6,7"",SI,""4,50"",""17,50"",""97,4"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE SYSTEM 24,3630223,3301027,""6,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE SYSTEM 30,3630223,3301028,""6,7"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE SYSTEM 35,3630223,3301029,""6,7"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE IN SYSTEM 25,3630223,3302312,""6,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,CLAS ONE SYSTEM 24,3630223,3301031,""6,7"",SI,""4,50"",""21,40"",""97,5"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,CLAS ONE SYSTEM 35,3630223,3301032,""6,7"",SI,""4,50"",""30,20"",""97,5"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,CLAS ONE 24,3630223,3301021,""6,70 kWt"",SI,""4,50"",""21,40"",""97,5"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,CLAS ONE 30,3630223,3301022,""6,70 kWt"",SI,""4,50"",""27,40"",""97,9"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,CLAS ONE 35,3630223,3301023,""6,70 kWt"",SI,""4,50"",""30,20"",""97,5"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE+ 24,3630223,3302444,""6,70 kWt"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE+ 30,3630223,3302445,""6,70 kWt"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE+ SYSTEM 24,3630223,3302514,""6,70 kWt"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE+ SYSTEM 30,3630223,3302515,""6,70 kWt"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE+ SYSTEM 35,3630223,3302516,""6,70 kWt"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 50 M EXT R32,GENUS ONE+ 35,3630223,3302513,""6,70 kWt"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE 24,3630231,3301018,""6,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE 30,3630231,3301019,""6,7"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE 35,3630231,3301020,""6,7"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE SYSTEM 18,3630231,3301026,""6,7"",SI,""4,50"",""17,50"",""97,4"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE SYSTEM 30,3630231,3301028,""6,7"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE SYSTEM 35,3630231,3301029,""6,7"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE SYSTEM 24,3630231,3301027,""6,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,CLAS ONE 24,3630231,3301021,""6,7"",SI,""4,50"",""21,40"",""97,5"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,CLAS ONE 30,3630231,3301022,""6,7"",SI,""4,50"",""27,40"",""97,9"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,CLAS ONE 35,3630231,3301023,""6,7"",SI,""4,50"",""30,20"",""97,5"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,CLAS ONE SYSTEM 24,3630231,3301031,""6,7"",SI,""4,50"",""21,40"",""97,5"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,CLAS ONE SYSTEM 35,3630231,3301032,""6,7"",SI,""4,50"",""30,20"",""97,5"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE+ 24,3630231,3302444,""6,70 kWt"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE+ 30,3630231,3302445,""6,70 kWt"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE+ 35,3630231,3302513,""6,70 kWt"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE+ SYSTEM 30,3630231,3302515,""6,70 kWt"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE+ SYSTEM 35,3630231,3302516,""6,70 kWt"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 50 S EXT R32,GENUS ONE+ SYSTEM 24,3630231,3302514,""6,70 kWt"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 70 M EXT,GENUS ONE SYSTEM 24,3630186,3301027,""6,4"",SI,5,""21,5"",""97,7"""
"2.E,ARISTON,NIMBUS 70 M EXT,GENUS PREMIUM EVO IN SYSTEM 25 EU,3630186,3300737,""6,4"",SI,5,""21,5"",""97,8"""
"2.E,ARISTON,NIMBUS 70 M EXT,GENUS ONE 24,3630186,3301018,""8,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 70 M EXT,GENUS ONE 30,3630186,3301019,""8,7"",SI,""4,50"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 70 M EXT,GENUS ONE 35,3630186,3301020,""8,7"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 70 M EXT,GENUS ONE SYSTEM 35,3630186,3301029,""8,7"",SI,""4,50"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 70 M EXT,GENUS ONE IN SYSTEM 25,3630186,3301227,""8,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 70 M EXT,MATIS CONDENS PLUS 24,3630186,3301327,""8,7"",SI,""4,50"",""21,30"",""97,0"""
"2.E,ARISTON,NIMBUS 70 M EXT,MATIS CONDENS PLUS 30,3630186,3301328,""8,7"",SI,""4,50"",""27,40"",""97,9"""
"2.E,ARISTON,NIMBUS 70 M-T EXT,GENUS ONE 24,3630187,3301018,""6,4"",SI,5,""21,5"",""97,7"""
"2.E,ARISTON,NIMBUS 70 M-T EXT,GENUS ONE 30,3630187,3301019,""6,4"",SI,5,""27,5"",""98,4"""
"2.E,ARISTON,NIMBUS 70 M-T EXT,GENUS ONE 35,3630187,3301020,""6,4"",SI,5,""30,3"",""97,7"""
"2.E,ARISTON,NIMBUS 70 M-T EXT,GENUS ONE SYSTEM 24,3630187,3301027,""6,4"",SI,5,""21,5"",""97,7"""
"2.E,ARISTON,NIMBUS 70 M-T EXT,GENUS ONE SYSTEM 35,3630187,3301029,""6,4"",SI,5,""30,3"",""97,7"""
"2.E,ARISTON,NIMBUS 70 M-T EXT,GENUS PREMIUM EVO IN SYSTEM 25 EU,3630187,3300737,""6,4"",SI,5,""21,5"",""97,8"""
"2.E,ARISTON,NIMBUS 70 M-T EXT,GENUS ONE IN SYSTEM 25,3630187,3301227,""8,7"",SI,""4,50"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE 24,3630224,3301018,""8,7"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE 30,3630224,3301019,""8,7"",SI,""4,60"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE 35,3630224,3301020,""8,7"",SI,""4,60"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE SYSTEM 18,3630224,3301026,""8,7"",SI,""4,60"",""17,50"",""97,4"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE SYSTEM 24,3630224,3301027,""8,7"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE SYSTEM 30,3630224,3301028,""8,7"",SI,""4,60"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE SYSTEM 35,3630224,3301029,""8,7"",SI,""4,60"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE IN SYSTEM 25,3630224,3302312,""8,7"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,CLAS ONE SYSTEM 24,3630224,3301031,""8,7"",SI,""4,60"",""21,40"",""97,5"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,CLAS ONE SYSTEM 35,3630224,3301032,""8,7"",SI,""4,60"",""30,20"",""97,5"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,CLAS ONE 24,3630224,3301021,""8,70 kWt"",SI,""4,60"",""21,40"",""97,5"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,CLAS ONE 30,3630224,3301022,""8,70 kWt"",SI,""4,60"",""27,40"",""97,9"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,CLAS ONE 35,3630224,3301023,""8,70 kWt"",SI,""4,60"",""30,20"",""97,5"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE+ 24,3630224,3302444,""8,70 kWt"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE+ 30,3630224,3302445,""8,70 kWt"",SI,""4,60"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE+ SYSTEM 24,3630224,3302514,""8,70 kWt"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE+ SYSTEM 30,3630224,3302515,""8,70 kWt"",SI,""4,60"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE+ SYSTEM 35,3630224,3302516,""8,70 kWt"",SI,""4,60"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M EXT R32,GENUS ONE+ 35,3630224,3302513,""8,70 kWt"",SI,""4,60"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M-T EXT R32,GENUS ONE 24,3630225,3301018,""8,7"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M-T EXT R32,GENUS ONE 30,3630225,3301019,""8,7"",SI,""4,60"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 80 M-T EXT R32,GENUS ONE 35,3630225,3301020,""8,7"",SI,""4,60"",""30,30"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M-T EXT R32,GENUS ONE SYSTEM 18,3630225,3301026,""8,7"",SI,""4,60"",""17,50"",""97,4"""
"2.E,ARISTON,NIMBUS 80 M-T EXT R32,GENUS ONE SYSTEM 24,3630225,3301027,""8,7"",SI,""4,60"",""21,50"",""97,7"""
"2.E,ARISTON,NIMBUS 80 M-T EXT R32,GENUS ONE SYSTEM 30,3630225,3301028,""8,7"",SI,""4,60"",""27,50"",""98,4"""
"2.E,ARISTON,NIMBUS 80 M-T EXT R32,GENUS ONE SYSTEM 35,3630225,3301029,""8,7"",SI,""4,60"",""30,30"",""97,7"""
